ID,SrNo,Timestamp,X_Acc,Y_Acc,Z_Acc,X_Gyro,Y_Gyro,Z_Gyro
Daniyal,1,1771510210204,1.48804,1.67169,11.38326,5.32531,-1.82342,1.28174
Daniyal,2,1771510210215,0.07328,2.6988,10.32503,-2.24304,-11.71111,4.21142
Daniyal,3,1771510210227,-0.37926,3.09871,9.70948,-6.63757,-17.32634,6.28662
Daniyal,4,1771510210246,0.14028,2.84237,9.78395,-8.46862,-17.44841,7.01904
Daniyal,5,1771510210262,0.14028,2.84237,9.78395,-3.76892,-16.34978,8.72802
Daniyal,6,1771510210280,-0.02752,2.44995,9.82463,-3.2196,-17.87566,8.23974
Daniyal,7,1771510210297,0.20967,2.29173,9.00808,-4.13513,-12.93181,5.61523
Daniyal,8,1771510210313,0.60957,2.41884,8.61536,-2.48718,-6.27899,4.57763
Daniyal,9,1771510210330,0.40588,2.32523,8.88605,0.38147,-1.94549,4.88281
Daniyal,10,1771510210347,0.36281,2.25344,8.45265,-1.69372,0.19073,4.27246
Daniyal,11,1771510210363,0.36281,2.25344,8.45265,-6.82067,5.61523,2.68554
Daniyal,12,1771510210376,0.64786,2.44995,8.25404,-8.9569,9.82665,3.60107
Daniyal,13,1771510210397,0.23599,2.48584,9.22134,-7.85827,6.71386,5.67627
Daniyal,14,1771510210414,0.2671,2.27019,9.77438,-6.94274,4.76074,3.66211
Daniyal,15,1771510210428,0.8656,2.30848,9.67119,-5.59997,7.87353,0.24414
Daniyal,16,1771510210447,0.4681,2.47149,9.88206,-2.97546,9.76562,-0.12207
Daniyal,17,1771510210463,0.4681,2.47149,9.88206,-1.26648,7.01904,1.40381
Daniyal,18,1771510210479,-0.0323,2.42602,9.99213,-1.38855,3.72314,2.4414
Daniyal,19,1771510210496,0.18096,2.50977,9.72383,-3.64685,3.41797,1.70898
Daniyal,20,1771510210523,0.23121,2.55284,9.61376,-4.37927,0.25177,2.13623
Daniyal,21,1771510210528,0.04217,2.31805,9.7334,-4.01306,-0.23651,2.13623
Daniyal,22,1771510210547,0.32692,2.25823,9.60419,-3.70788,-1.82342,0.85449
Daniyal,23,1771510210563,0.32692,2.25823,9.60419,-2.36511,0.00763,-0.73242
Daniyal,24,1771510210583,0.29581,2.51216,9.65923,-0.35095,-2.49481,2.68554
Daniyal,25,1771510210599,-0.02991,2.50977,9.66401,-0.41199,-3.3493,1.64795
Daniyal,26,1771510210608,0.33171,2.51695,9.3362,-1.51062,-2.98309,1.46484
Daniyal,27,1771510210632,0.3987,2.71795,9.30987,-2.97546,0.06866,4.21142
Daniyal,28,1771510210647,0.15224,2.66531,9.63769,-2.30408,-2.49481,6.46972
Daniyal,29,1771510210663,0.15224,2.66531,9.63769,-1.9989,-3.89862,6.958
Daniyal,30,1771510210680,0.35324,2.47867,9.48216,-2.30408,-0.17548,5.85937
Daniyal,31,1771510210697,0.533,2.57199,9.4343,-1.44958,1.22833,7.87353
Daniyal,32,1771510210715,0.14506,2.43799,9.81267,-0.47302,-2.43377,9.0332
